task_id	endpoint_family	parameter_semantics	normalized_unit	strict_modelable	size_bin	n	unique_values	min	p01	p05	p25	median	p75	p95	p99	max	mean	sd	iqr	mad	top_value_fraction	zero_count	negative_count	positive_count	tukey_outlier_count	assay_family	hard_conflict_rows	helm_representation_rows	largest_source_fraction	parameter_basis	research_modelable	semantic_signature	sequence_representation_rows	smiles_representation_rows	target_transform	unique_identities	unique_sources
mlv1.ppb.regression.fraction_bound.c82e131afc06f388	PPB	fraction_bound	fraction_bound	false	1	1	1	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_b86b102c"",""dose"":""in_vitro_assay_concentration_1e4_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.d24739ffd94b8e7e	PPB	fraction_bound	fraction_bound	false	1	1	1	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_45eeac32"",""dose"":""in_vitro_assay_concentration_1e6_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.d899e2d591f80773	PPB	fraction_bound	fraction_bound	false	1	1	1	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""peptherdia_curated_approved_drug_pk_field"",""dose"":""not_reported"",""matrix"":""plasma"",""route"":""nasal"",""species"":""human"",""timepoint"":""not_reported""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.e41555e796684b2f	PPB	fraction_bound	fraction_bound	false	1	1	1	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_1754d379"",""dose"":""in_vitro_assay_concentration_1e6_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.e9270b58ff31f694	PPB	fraction_bound	fraction_bound	false	1	1	1	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0.992	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_ae39b981"",""dose"":""in_vitro_assay_concentration_1e4_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.eae6eac6acab4a7e	PPB	fraction_bound	fraction_bound	false	5-9	7	5	0.945	0.94548	0.9474	0.9595	0.967	0.9785	0.99	0.99	0.99	0.968285714286	0.0169677565372	0.019	0.014	0.285714285714	0	0	7	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""ultracentrifugation_2_um_37_c_lc_ms_ms"",""dose"":""not_reported"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""mouse"",""timepoint"":""not_reported""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	7	identity	7	1
mlv1.ppb.regression.fraction_bound.f4c88a6eedf2d07a	PPB	fraction_bound	fraction_bound	false	1	1	1	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_4e4261cd"",""dose"":""in_vitro_assay_concentration_1e4_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.ppb.regression.fraction_bound.fbb10385a5958abc	PPB	fraction_bound	fraction_bound	false	1	1	1	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0	0	0	1	0	0	1	0	ppb	0	0	1	plasma_or_serum_protein_binding	false	"{""assay_family"":""ppb"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""reiterated_stepwise_equilibrium_dialysi_c5142da5"",""dose"":""in_vitro_assay_concentration_1e4_pm"",""matrix"":""plasma"",""route"":""not_reported"",""species"":""human"",""timepoint"":""4_5_h_incubation_at_37_c""},""endpoint_family"":""PPB"",""normalized_unit"":""fraction_bound"",""parameter_basis"":""plasma_or_serum_protein_binding"",""parameter_semantics"":""fraction_bound"",""target_kind"":""regression"",""target_transform"":""identity""}"	0	1	identity	1	1
mlv1.solubility.regression.solubility.0a47a6704a1739ee	solubility	solubility	log10(mole_fraction)	false	1	1	1	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	-3.13106182167	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_methanol_mole_fraction_solv_d6f0c403"",""route"":""not_reported"",""solvent"":""methanol"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""293.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.104b582ced105fe1	solubility	solubility	log10(mol/L)	false	5-9	6	6	-5.39794000867	-5.32120697988	-5.01427486471	-3.6858752966	-3.13699684112	-3.11226693449	-3.09442644163	-3.09038576441	-3.08937559511	-3.62236128334	0.919723175267	0.573608362105	0.037519552965	0.166666666667	0	6	0	1	maximum_concentration_at_wh_7567adfa	0	0	1	um	false	"{""assay_family"":""maximum_concentration_at_wh_7567adfa"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""maximum_concentration_at_which_the_comp_7567adfa"",""dose"":""not_reported"",""matrix"":""other_hbs_ph_7_4_maximum_aqueous_13e8b0d9"",""route"":""not_reported"",""solvent"":""hbs_ph_7_4"",""source_dimension"":""um"",""species"":""species_not_reported"",""temperature_k"":""not_reported"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mol/L)"",""parameter_basis"":""um"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	6	log10	6	1
mlv1.solubility.regression.solubility.1084668be12ad620	solubility	solubility	log10(mole_fraction)	false	1	1	1	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	-2.56232869523	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_water_mole_fraction_solvent_water"",""route"":""not_reported"",""solvent"":""water"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""333.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.12835ddb3d581996	solubility	solubility	log10(mass_ratio_of_solute_to_solvent)	false	2-4	3	3	-2.40340290437	-2.37919768569	-2.28237681098	-1.79827243743	-1.19314197048	-0.918080284743	-0.698030936154	-0.654021066436	-0.643018599007	-1.41318782462	0.900585009361	0.880192152682	0.550123371473	0.333333333333	0	3	0	0	determined_from_density_measurements	0	0	1	mass_ratio_of_solute_to_solvent	false	"{""assay_family"":""determined_from_density_measurements"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""determined_from_density_measurements"",""dose"":""not_reported"",""matrix"":""other_water_mass_ratio_of_solute_747f447f"",""route"":""not_reported"",""solvent"":""water"",""source_dimension"":""mass_ratio_of_solute_to_solvent"",""species"":""species_not_reported"",""temperature_k"":""298.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mass_ratio_of_solute_to_solvent)"",""parameter_basis"":""mass_ratio_of_solute_to_solvent"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	3	0	log10	3	1
mlv1.solubility.regression.solubility.191839ff23b03735	solubility	solubility	log10(mass_fraction)	false	1	1	1	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	-1.77469071827	0	0	0	1	0	1	0	0	uv_vis_spectrophotometry	0	1	1	mass_fraction	false	"{""assay_family"":""uv_vis_spectrophotometry"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_vis_spectrophotometry"",""dose"":""not_reported"",""matrix"":""other_water_mass_fraction_solvent_water"",""route"":""not_reported"",""solvent"":""water"",""source_dimension"":""mass_fraction"",""species"":""species_not_reported"",""temperature_k"":""298.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mass_fraction)"",""parameter_basis"":""mass_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	0	log10	1	1
mlv1.solubility.regression.solubility.24280f671f8096cd	solubility	solubility	log10(mass_ratio_of_solute_to_solvent)	false	2-4	3	3	-2.40893539297	-2.39625049948	-2.3455109255	-2.09181305562	-1.77469071827	-1.48391634437	-1.25129684526	-1.20477294544	-1.19314197048	-1.79225602724	0.608087014005	0.607896711245	0.58154874779	0.333333333333	0	3	0	0	from_the_density_plateau	0	1	1	mass_ratio_of_solute_to_solvent	false	"{""assay_family"":""from_the_density_plateau"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""from_the_density_plateau"",""dose"":""not_reported"",""matrix"":""other_water_mass_ratio_of_solute_747f447f"",""route"":""not_reported"",""solvent"":""water"",""source_dimension"":""mass_ratio_of_solute_to_solvent"",""species"":""species_not_reported"",""temperature_k"":""298.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mass_ratio_of_solute_to_solvent)"",""parameter_basis"":""mass_ratio_of_solute_to_solvent"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	2	0	log10	3	1
mlv1.solubility.regression.solubility.282e34f2e98e5906	solubility	solubility	log10(mole_fraction)	false	1	1	1	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	-3.07972010537	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_methanol_mole_fraction_solv_d6f0c403"",""route"":""not_reported"",""solvent"":""methanol"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""298.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.2d779dd009888a35	solubility	solubility	log10(mole_fraction)	false	1	1	1	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	-3.94769090035	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_ethanol_mole_fraction_solve_e751e740"",""route"":""not_reported"",""solvent"":""ethanol"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""298.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.311c0ec5bdc327e0	solubility	solubility	log10(mole_fraction)	false	1	1	1	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	-2.75725985539	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_methanol_mole_fraction_solv_d6f0c403"",""route"":""not_reported"",""solvent"":""methanol"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""328.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.3839e8cf154e37a6	solubility	solubility	log10(mol/L)	false	10-29	17	17	-3.73754891027	-3.7192887715	-3.64624821641	-3.23284413392	-3.18375870001	-3.11520463605	-3.03813012868	-3.03060534674	-3.02872415126	-3.23579172405	0.191101798487	0.11763949787	0.06855406396	0.0588235294118	0	17	0	2	maximum_concentration_at_wh_7567adfa	0	0	1	um	false	"{""assay_family"":""maximum_concentration_at_wh_7567adfa"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""maximum_concentration_at_which_the_comp_7567adfa"",""dose"":""not_reported"",""matrix"":""other_hbs_ph_7_4_maximum_aqueous_54531c81"",""route"":""not_reported"",""solvent"":""hbs_ph_7_4"",""source_dimension"":""um"",""species"":""species_not_reported"",""temperature_k"":""not_reported"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mol/L)"",""parameter_basis"":""um"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	17	log10	17	1
mlv1.solubility.regression.solubility.3b50b5e43b272600	solubility	solubility	log10(mol/L)	false	5-9	6	6	-5.55284196866	-5.52216497821	-5.39945701641	-4.8853611687	-4.64368777439	-4.53095413102	-4.10918036074	-3.9996303084	-3.97224279531	-4.71195925491	0.522469935223	0.354407037675	0.209654551305	0.166666666667	0	6	0	2	kinetic_solubility_1_5_h_ro_c006261d	0	0	1	um	false	"{""assay_family"":""kinetic_solubility_1_5_h_ro_c006261d"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""kinetic_solubility_1_5_h_room_temperatu_c006261d"",""dose"":""not_reported"",""matrix"":""buffer"",""route"":""not_reported"",""solvent"":""pbs_ph_7_4_5_dmso"",""source_dimension"":""um"",""species"":""species_not_reported"",""temperature_k"":""not_reported"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mol/L)"",""parameter_basis"":""um"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	0	6	log10	6	1
mlv1.solubility.regression.solubility.441ab934f6e827cd	solubility	solubility	log10(mole_fraction)	false	1	1	1	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	-2.92052932076	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_methanol_mole_fraction_solv_d6f0c403"",""route"":""not_reported"",""solvent"":""methanol"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""313.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
mlv1.solubility.regression.solubility.4bb7b27ca4af86d6	solubility	solubility	log10(mole_fraction)	false	1	1	1	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	-2.82359037504	0	0	0	1	0	1	0	0	uv_spectra	0	0	1	mole_fraction	false	"{""assay_family"":""uv_spectra"",""binary_evidence_lane"":""not_binary"",""condition"":{""assay"":""uv_spectra"",""dose"":""not_reported"",""matrix"":""other_water_mole_fraction_solvent_water"",""route"":""not_reported"",""solvent"":""water"",""source_dimension"":""mole_fraction"",""species"":""species_not_reported"",""temperature_k"":""318.15"",""timepoint"":""not_reported""},""endpoint_family"":""solubility"",""normalized_unit"":""log10(mole_fraction)"",""parameter_basis"":""mole_fraction"",""parameter_semantics"":""solubility"",""target_kind"":""regression"",""target_transform"":""log10""}"	1	0	log10	1	1
