data_layer	endpoint	partition	length_metric	length	representative_rows	member_rows
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	30	9	9
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	31	16	16
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	32	7	7
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	33	13	13
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	34	16	16
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	35	10	10
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	36	6	6
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	37	10	10
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	38	25	25
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	39	17	17
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	40	10	10
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	41	8	8
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	42	8	8
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	43	7	7
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	44	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	45	4	4
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	46	6	6
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	47	4	4
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	48	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	49	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	50	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	51	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	52	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	53	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	54	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	56	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	58	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	62	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	65	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	66	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	70	4	4
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	75	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	76	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	80	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	82	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	84	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	85	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	90	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	93	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	94	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	95	1	1
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	98	2	2
ml_clean_partitions	T1/2	binary_evidence_catalog	selected_model_residue_count_sequence_or_helm	100	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	3	4	4
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	4	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	5	8	8
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	6	11	11
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	7	9	10
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	8	5	5
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	9	4	4
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	11	6	6
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	12	3	3
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	13	6	6
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	14	5	5
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	15	9	9
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	16	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	17	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	18	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	19	4	4
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	20	7	7
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	21	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	22	3	3
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	24	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	25	4	4
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	27	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	28	5	5
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	29	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	30	14	15
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	31	9	9
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	32	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	33	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	34	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	36	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	37	8	8
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	38	3	3
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	39	6	6
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	41	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	42	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	44	3	3
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	45	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	46	4	4
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	59	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	70	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	76	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	83	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	87	2	2
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	116	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	165	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	255	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	284	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	365	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	393	1	1
ml_clean_partitions	T1/2	censored_numeric	raw_standard_20aa_residue_count	407	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	3	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	4	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	5	8	8
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	6	11	11
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	7	9	10
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	8	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	9	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	11	6	6
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	12	3	3
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	13	6	6
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	14	5	5
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	15	9	9
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	16	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	17	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	18	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	19	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	20	7	7
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	21	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	22	3	3
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	24	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	25	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	27	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	28	5	5
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	29	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	30	14	15
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	31	9	9
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	32	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	33	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	34	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	36	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	37	8	8
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	38	3	3
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	39	6	6
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	41	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	42	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	44	3	3
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	45	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	46	4	4
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	59	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	70	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	76	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	83	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	87	2	2
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	116	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	165	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	255	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	284	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	365	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	393	1	1
ml_clean_partitions	T1/2	censored_numeric	selected_model_residue_count_sequence_or_helm	407	1	1
ml_clean_partitions	T1/2	identity_review	raw_standard_20aa_residue_count	6	66	66
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	5	1	1
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	8	4	4
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	9	5	5
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	10	6	6
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	11	9	9
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	12	8	8
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	13	2	2
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	14	2	2
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	16	9	9
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	17	1	1
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	23	15	16
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	35	1	1
ml_clean_partitions	T1/2	normalization_review	raw_standard_20aa_residue_count	39	1	1
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	5	1	1
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	8	4	4
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	9	5	5
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	10	6	6
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	11	11	11
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	12	9	9
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	13	2	2
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	14	2	2
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	16	9	9
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	17	1	1
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	23	15	16
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	35	1	1
ml_clean_partitions	T1/2	normalization_review	selected_model_residue_count_sequence_or_helm	39	1	1
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	1	9	9
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	2	2	2
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	3	26	26
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	4	23	23
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	5	69	74
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	6	24	24
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	7	64	65
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	8	29	29
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	9	49	49
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	10	24	25
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	11	10	10
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	12	17	18
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	13	6	6
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	14	13	13
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	15	8	8
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	16	22	27
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	17	7	7
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	18	26	26
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	19	8	8
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	20	20	20
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	21	12	12
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	22	25	25
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	23	11	11
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	24	22	22
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	26	10	10
ml_clean_partitions	T1/2	semantic_review	raw_standard_20aa_residue_count	27	3	3
